ID,Sender ID,Cl ID,Status,Created At,Updated At,Sender ID Type
727,2 Capsules,5627,unblock,2021-07-09T16:44:06Z,2021-07-09T16:44:31Z,sms
728,SMS-AE,9696,unblock,2021-07-12T08:45:34Z,2021-07-12T10:42:04Z,sms
729,FPMUMCARE,5618,unblock,2021-07-14T17:13:39Z,2021-07-14T18:39:52Z,sms
730,Prime Print,8883,unblock,2021-07-16T08:24:48Z,2021-07-16T10:15:36Z,sms
731,zeKoncept,8883,unblock,2021-07-16T08:29:19Z,2021-07-16T10:17:18Z,sms
732,Xcode,8415,unblock,2021-07-16T09:40:29Z,2021-07-16T09:46:53Z,sms
733,CDClinic,8891,unblock,2021-07-20T12:24:05Z,2021-07-20T14:12:22Z,sms
734,Ghana MICE Investment Forum 2021,8713,unblock,2021-07-24T15:40:12Z,2021-07-24T15:40:12Z,email
735,fwap,9702,unblock,2021-07-25T08:55:33Z,2021-07-25T09:09:00Z,sms
736,BULKFREE,9702,unblock,2021-07-25T09:07:22Z,2021-07-25T09:10:50Z,sms
737,COMPANY GH,9703,unblock,2021-07-28T09:45:04Z,2021-07-28T10:03:01Z,sms
738,CEF SCHOOL,6689,unblock,2021-07-28T11:38:18Z,2021-07-28T13:27:51Z,sms
739,YES Kasoa,8525,unblock,2021-08-04T14:10:32Z,2021-08-04T14:39:31Z,sms
740,Step Up Business School,9686,unblock,2021-08-07T15:10:57Z,2021-08-07T15:10:57Z,email
741,gis.alert,9706,block,2021-08-09T04:36:51Z,2021-08-09T08:26:29Z,sms
742,gis.entry,9706,block,2021-08-09T04:37:31Z,2021-08-09T08:25:29Z,sms
743,Bet. Odd,9707,unblock,2021-08-10T12:57:37Z,2021-08-10T15:58:51Z,sms
744,KASPERSKY,9711,unblock,2021-08-17T11:13:16Z,2021-08-17T12:07:01Z,sms
745,Bet.Odds,9594,unblock,2021-08-17T12:20:14Z,2021-08-28T03:54:59Z,sms
746,ATTENTION,9615,unblock,2021-08-17T12:59:23Z,2021-08-17T15:07:02Z,sms
747,AN OFFER,9615,unblock,2021-08-17T13:00:08Z,2021-08-17T15:06:31Z,sms
748,NOTICE,9615,unblock,2021-08-17T13:00:40Z,2021-08-17T15:06:00Z,sms
749,SportBet,9594,unblock,2021-08-18T06:30:55Z,2021-08-28T03:54:27Z,sms
750,Cert Sign,9615,unblock,2021-08-20T16:47:04Z,2021-08-20T17:21:34Z,sms
751,Sign UCC,9615,unblock,2021-08-20T16:47:50Z,2021-08-20T17:21:06Z,sms
752,CERT-UCC,9615,block,2021-08-20T16:52:39Z,2021-09-10T04:24:02Z,sms
753,CERTIFIED,9615,unblock,2021-08-20T17:02:17Z,2021-08-20T17:20:09Z,sms
754,SMNTC,9615,unblock,2021-08-20T22:29:18Z,2021-08-21T02:49:02Z,sms
755,UCC-CERT,9661,block,2021-08-21T07:25:07Z,2021-09-10T04:23:21Z,sms
756,SMNTC,9661,unblock,2021-08-21T07:25:56Z,2021-08-21T07:27:20Z,sms
757,gnfs.entry,9713,block,2021-08-22T14:21:35Z,2021-08-22T14:22:01Z,sms
758,GIS.ENTRY21,9713,block,2021-08-22T14:23:02Z,2021-08-22T14:23:26Z,sms
759,gnfs2021in,9713,block,2021-08-22T14:24:05Z,2021-08-22T14:24:29Z,sms
760,Yv,9706,unblock,2021-08-23T07:26:41Z,2021-08-23T07:27:14Z,sms
761,gnfs.int,9706,block,2021-08-23T07:29:22Z,2021-08-23T07:30:30Z,sms
762,in.gnfs,9706,block,2021-08-23T07:30:37Z,2021-08-23T07:31:49Z,sms
763,gis.entry,9706,block,2021-08-23T08:35:32Z,2021-08-23T08:35:54Z,sms
764,2021/2022,9706,unblock,2021-08-23T08:36:40Z,2021-08-24T07:46:05Z,sms
765,Entry.in,9706,block,2021-08-23T08:40:32Z,2021-09-10T04:22:35Z,sms
766,CERT-UCC,9440,block,2021-08-24T05:09:57Z,2021-09-10T04:22:03Z,sms
767,UCC-CERT,9440,block,2021-08-24T05:10:26Z,2021-09-10T04:21:37Z,sms
768,2021Port,9713,block,2021-08-24T07:39:59Z,2021-09-10T04:21:00Z,sms
769,Gis.portal,9713,block,2021-08-24T07:41:36Z,2021-09-10T04:20:23Z,sms
770,2021.Portal,9713,unblock,2021-08-24T07:43:44Z,2021-08-24T07:44:09Z,sms
771,US LOTTERY,9715,unblock,2021-08-25T07:11:10Z,2021-09-10T09:39:24Z,sms
772,Prime Print,9716,unblock,2021-08-26T13:28:05Z,2021-08-26T13:51:03Z,sms
773,zeKoncept,9716,unblock,2021-08-26T13:33:29Z,2021-08-26T13:50:21Z,sms
774,TeamVal(1),45,unblock,2021-08-27T11:03:23Z,2021-08-27T11:22:21Z,sms
775,TeamVal(1),6387,unblock,2021-08-27T11:06:56Z,2021-08-27T11:20:56Z,sms
776,Marqueen,9716,unblock,2021-08-30T14:43:40Z,2021-08-30T14:57:57Z,sms
777,Caesar Fam.,9718,unblock,2021-08-31T08:17:00Z,2021-08-31T08:17:21Z,sms
778,Guaman Tea,9721,unblock,2021-09-01T14:02:09Z,2021-09-01T14:37:17Z,sms
779,CWEC,7222,unblock,2021-09-02T10:41:19Z,2021-09-02T11:04:18Z,sms
780,YAHWEH TRAV,9715,unblock,2021-09-03T08:03:10Z,2021-09-03T08:04:54Z,sms
781,EDVES,9722,unblock,2021-09-06T10:53:14Z,2021-09-06T10:56:01Z,sms
782,EDVES,9724,unblock,2021-09-08T17:43:16Z,2021-09-08T17:46:36Z,sms
783,GNFS.Gov,9725,block,2021-09-10T03:24:02Z,2021-09-10T04:18:08Z,sms
784,Entry.gnfs,9725,block,2021-09-10T03:25:01Z,2021-09-10T04:18:33Z,sms
785,E-gnfs.Gov,9725,block,2021-09-10T03:27:45Z,2021-09-10T04:18:58Z,sms
786,GNFS.en21,9725,block,2021-09-10T03:40:49Z,2021-09-10T04:19:23Z,sms
787,ent.gnfs21,9726,block,2021-09-10T06:32:36Z,2021-09-10T08:56:50Z,sms
788,gnfs21gov,9726,block,2021-09-10T06:34:21Z,2021-09-10T08:55:22Z,sms
789,Govgnfs@21,9726,block,2021-09-10T06:55:51Z,2021-09-10T08:54:29Z,sms
790,GuamanTeas,9721,unblock,2021-09-10T12:52:13Z,2021-09-10T13:02:42Z,sms
791,USA PROGRAM,9715,unblock,2021-09-13T06:49:37Z,2021-09-13T07:49:33Z,sms
792,HAPPY B'DAY,9434,unblock,2021-09-13T16:15:31Z,2021-09-13T16:17:06Z,sms
793,KB CHARLES,9727,unblock,2021-09-16T06:42:56Z,2021-09-16T06:49:13Z,sms
794,PRYMAGE,9727,unblock,2021-09-16T06:48:37Z,2021-09-16T06:49:45Z,sms
795,FD YALLEY,9727,unblock,2021-09-16T06:49:03Z,2021-09-16T06:50:14Z,sms
796,CAN GOD ?,9727,unblock,2021-09-16T06:49:38Z,2021-09-16T06:50:43Z,sms
797,BRIDGE MIN,9727,unblock,2021-09-16T06:51:21Z,2021-09-16T06:52:25Z,sms
798,ELITE SERV,9727,unblock,2021-09-16T07:19:23Z,2021-09-16T07:20:14Z,sms
799,ASIAJOBS,9292,unblock,2021-09-20T08:55:55Z,2021-09-20T08:56:31Z,sms
800,OCEAN FARE,45,unblock,2021-09-20T10:02:40Z,2021-09-20T10:03:42Z,sms
801,GGS,7222,unblock,2021-09-21T06:18:10Z,2021-09-21T07:43:01Z,sms
802,Techie,9728,unblock,2021-09-27T09:56:00Z,2021-09-27T10:15:36Z,sms
803,US VISA,9292,unblock,2021-09-27T10:41:04Z,2021-09-27T11:10:09Z,sms
804,RAPID VISA,9292,unblock,2021-09-27T10:41:17Z,2021-09-27T11:10:02Z,sms
805,RabitoClnc,9729,unblock,2021-09-27T11:05:15Z,2021-09-27T11:08:59Z,sms
806,ICGC KIBI,9225,unblock,2021-09-29T03:43:14Z,2021-10-02T04:23:35Z,sms
807,ICGC KIBI,9225,unblock,2021-09-29T03:53:39Z,2021-10-02T04:24:04Z,sms
808,ICGC KIBI,9225,unblock,2021-09-29T03:53:40Z,2021-10-02T04:24:33Z,sms
809,ICGC KIBI,9225,unblock,2021-09-29T03:53:42Z,2021-10-02T04:22:51Z,sms
810,ICGC KIBI,9225,unblock,2021-09-29T03:53:43Z,2021-10-02T04:22:22Z,sms
811,ICGCLIBERTY,9730,unblock,2021-10-01T20:17:52Z,2021-10-02T04:21:52Z,sms
812,COSMOHEALTH,6245,unblock,2021-10-05T07:13:05Z,2021-10-05T12:02:06Z,sms
813,Unknown,9422,unblock,2021-10-07T00:50:07Z,2021-10-07T02:37:36Z,sms
814,MobilMoney,9422,block,2021-10-07T00:50:53Z,2021-10-07T02:38:06Z,sms
815,MobleMoney,9422,block,2021-10-07T01:00:38Z,2021-10-07T02:38:33Z,sms
816,JOHN BOADU,9732,unblock,2021-10-08T15:36:35Z,2021-10-08T16:16:27Z,sms
817,C Crabbe Co,9733,unblock,2021-10-13T12:30:06Z,2021-10-13T14:41:18Z,sms
818,KASPERSKY,9735,unblock,2021-10-15T09:02:35Z,2021-10-15T09:20:02Z,sms
819,YT FESTIVAL,8974,unblock,2021-10-15T09:51:54Z,2021-10-15T09:55:48Z,sms
820,CL Choir,9737,unblock,2021-10-18T08:31:13Z,2021-10-18T08:37:09Z,sms
821,Christline,9737,unblock,2021-10-18T08:35:01Z,2021-10-18T08:37:48Z,sms
822,JobsDotGo,9740,unblock,2021-10-21T08:31:20Z,2021-10-21T08:33:28Z,sms
823,CosmoHealth,6245,unblock,2021-10-22T07:51:53Z,2021-10-22T11:32:27Z,sms
824,GIS ePORTAL,9609,block,2021-10-22T11:07:21Z,2021-10-22T11:33:03Z,sms
825,GIS ePortal,9609,block,2021-10-22T11:14:52Z,2021-10-22T11:33:29Z,sms
826,GIS ePortal,9609,block,2021-10-22T11:36:05Z,2021-10-25T03:35:21Z,sms
827,Spaco SHS,9609,unblock,2021-10-22T12:58:24Z,2021-10-25T03:34:57Z,sms
828,M0BILEMONEY,9742,block,2021-10-24T19:52:21Z,2021-10-25T00:36:29Z,sms
829,ADB,9742,block,2021-10-25T03:18:26Z,2021-10-25T03:34:27Z,sms
830,DR MORTON,6967,unblock,2021-10-28T08:44:28Z,2021-10-28T08:47:00Z,sms
831,KNJ CONSULT,9743,unblock,2021-10-31T04:46:53Z,2021-10-31T04:50:51Z,sms
832,Join.gnfs21,9744,block,2021-10-31T09:09:48Z,2021-10-31T10:05:37Z,sms
833,Port.gnfs21,9744,block,2021-10-31T09:10:58Z,2021-10-31T10:05:14Z,sms
834,Join.gnfs21,9744,block,2021-10-31T09:13:33Z,2021-10-31T10:04:39Z,email
835,Join.gnfs21,9744,block,2021-10-31T09:14:23Z,2021-10-31T10:03:48Z,sms
836,Alertgnfs21,9744,block,2021-10-31T09:22:21Z,2021-10-31T10:03:19Z,sms
837,100,9742,block,2021-10-31T15:34:54Z,2021-10-31T15:37:14Z,sms
838,Uopeople,9745,unblock,2021-11-05T10:05:35Z,2021-11-05T10:13:45Z,sms
839,UoPeople,9745,unblock,2021-11-05T10:06:17Z,2021-11-05T10:13:16Z,sms
840,MobileMoney,9747,block,2021-11-06T20:39:13Z,2021-11-08T11:35:11Z,sms
841,Reviv Ghana,9746,unblock,2021-11-08T11:27:25Z,2021-11-08T11:34:45Z,sms
842,Laud,9749,unblock,2021-11-09T09:49:44Z,2021-11-09T09:50:38Z,sms
843,CASH UP,9747,block,2021-11-10T14:54:44Z,2021-11-10T14:59:23Z,sms
844,CILT Ghana,7397,unblock,2021-11-11T12:14:16Z,2021-11-11T12:16:45Z,sms
845,SESGH,9751,unblock,2021-11-12T11:08:57Z,2021-11-12T11:18:24Z,sms
846,TIAST GROUP,6390,unblock,2021-11-12T15:59:28Z,2021-11-12T16:00:54Z,sms
847,RACT BOOKS,6390,unblock,2021-11-12T18:39:51Z,2021-11-12T19:07:45Z,sms
848,NL-WN,9570,block,2021-11-13T15:50:16Z,2021-11-13T16:15:50Z,sms
849,NL-WN,9570,block,2021-11-13T18:04:48Z,2021-11-13T18:09:54Z,sms
850,NL-WN,9570,block,2021-11-13T18:06:53Z,2021-11-13T18:09:28Z,sms
851,NL,9753,block,2021-11-15T15:40:58Z,2021-11-18T18:19:51Z,sms
852,NL,9753,block,2021-11-15T15:41:17Z,2021-11-18T18:20:20Z,sms
853,CALVINI,7365,unblock,2021-11-17T14:48:03Z,2021-11-17T14:58:08Z,sms
854,NL,9754,block,2021-11-18T17:23:47Z,2021-11-18T18:20:49Z,sms
855,NK,9754,unblock,2021-11-18T17:24:08Z,2021-11-18T18:12:23Z,sms
857,admirador,8258,unblock,2021-11-23T18:55:17Z,2021-11-24T04:00:46Z,sms
858,SMS PLAN,9758,unblock,2021-11-23T20:45:30Z,2021-11-24T04:00:09Z,sms
859,SMS APP,9758,unblock,2021-11-23T20:45:55Z,2021-11-24T03:59:24Z,sms
860,GCBHOMARKET,9756,block,2021-11-23T23:06:14Z,2021-11-24T03:58:44Z,sms
861,GCBHOMARKET,9756,block,2021-11-25T00:52:43Z,2021-11-25T04:37:11Z,sms
862,24LOANHOMKT,9756,unblock,2021-11-26T00:40:31Z,2021-11-26T07:17:38Z,sms
863,PREDEX,9759,unblock,2021-11-27T23:06:52Z,2021-11-28T04:59:22Z,sms
864,FREE SMS,9760,unblock,2021-11-30T08:10:20Z,2021-11-30T08:11:56Z,sms
865,MESSAGES,9760,unblock,2021-11-30T08:10:30Z,2021-11-30T08:11:19Z,sms
866,XTRA BONUS,9762,unblock,2021-12-01T10:46:58Z,2021-12-01T10:49:43Z,sms
867,DAILY SMS,9762,unblock,2021-12-01T10:47:07Z,2021-12-01T10:50:07Z,sms
868,AfriGold,9761,unblock,2021-12-01T13:00:16Z,2021-12-01T13:08:42Z,sms
869,UoPeople,9440,unblock,2021-12-03T01:59:42Z,2021-12-03T04:24:26Z,sms
870,Ametepey,7710,unblock,2021-12-03T05:42:57Z,2021-12-03T07:29:15Z,sms
871,KRUM-PUB,5812,unblock,2021-12-03T13:21:53Z,2021-12-03T13:24:19Z,sms
872,AUTHENTIC,9754,unblock,2021-12-07T11:50:10Z,2021-12-07T11:55:20Z,sms
873,4RM SOURCE,9754,unblock,2021-12-07T11:51:32Z,2021-12-07T11:53:58Z,sms
874,594885468,9751,block,2021-12-08T09:20:44Z,2021-12-09T08:46:27Z,voice
875,ACCESS,9292,unblock,2021-12-09T08:29:26Z,2021-12-09T08:44:51Z,sms
876,Alert,9767,unblock,2021-12-09T09:47:02Z,2021-12-09T09:48:23Z,sms
877,Info.me,9767,unblock,2021-12-09T09:48:30Z,2021-12-10T10:59:13Z,sms
878,KANTANKA,9768,unblock,2021-12-10T10:20:10Z,2021-12-10T10:58:04Z,sms
879,OCEAN FARE,9287,unblock,2021-12-10T18:35:47Z,2021-12-10T18:36:57Z,sms
880,dra@gra.gov.gh,9369,unblock,2021-12-10T19:54:17Z,2021-12-10T19:54:17Z,email
881,Citifarmer,9770,unblock,2021-12-13T15:04:29Z,2021-12-13T15:10:17Z,sms
882,Brollimax,9718,unblock,2021-12-15T10:45:47Z,2021-12-15T11:51:06Z,sms
883,240835458,6390,block,2021-12-15T21:16:37Z,2021-12-16T05:38:56Z,voice
884,Vet's Place,6116,unblock,2021-12-17T16:13:06Z,2021-12-17T16:13:06Z,sms
885,MUSIGA,9309,unblock,2021-12-20T09:53:01Z,2021-12-20T09:53:01Z,sms
886,VOTE BEN,8920,unblock,2021-12-21T07:43:22Z,2021-12-21T07:43:22Z,sms
887,Naa Global,8954,unblock,2021-12-21T10:18:18Z,2021-12-21T10:18:18Z,sms
888,Naam Global,8954,unblock,2021-12-22T21:37:32Z,2021-12-22T21:37:32Z,sms
889,202000376,8258,block,2021-12-24T18:50:26Z,2021-12-24T18:50:26Z,sms
890,VCash,8258,block,2021-12-24T18:52:55Z,2021-12-24T18:52:55Z,sms
891,BOHYE ICT,9491,unblock,2021-12-25T07:10:05Z,2021-12-25T07:10:05Z,sms
892,BOHYETV-I.T,9491,unblock,2021-12-25T07:15:26Z,2021-12-25T07:15:26Z,sms
893,V.G.C,6390,unblock,2021-12-25T10:10:31Z,2021-12-25T10:10:31Z,sms
894,STELLAR,6390,unblock,2021-12-25T10:11:54Z,2021-12-25T10:11:54Z,sms
895,NRSA,6670,unblock,2021-12-25T11:41:19Z,2021-12-25T11:41:19Z,sms
896,RACT BOOKS,9773,unblock,2021-12-25T19:04:05Z,2021-12-25T19:04:05Z,sms
897,594885468,9751,unblock,2021-12-29T19:04:14Z,2021-12-29T19:04:14Z,voice
898,ATLANTIC,9292,unblock,2021-12-30T11:53:08Z,2021-12-30T11:53:08Z,sms
899,AUTHENTIC,9776,unblock,2022-01-01T13:28:42Z,2022-01-01T13:28:42Z,sms
900,4RM SOURCE,9776,unblock,2022-01-01T13:29:50Z,2022-01-01T13:29:50Z,sms
901,NL M-Pay,9777,block,2022-01-03T14:41:00Z,2022-01-03T14:41:00Z,sms
902,NL 950,9777,block,2022-01-03T14:42:11Z,2022-01-03T14:42:11Z,sms
903,NL M-Pay,9571,block,2022-01-03T15:36:40Z,2022-01-03T15:36:40Z,sms
904,NL notify,9777,block,2022-01-04T07:15:01Z,2022-01-04T07:15:01Z,sms
905,NL Pay,9777,block,2022-01-04T07:19:16Z,2022-01-04T07:19:16Z,sms
906,EL HOSTEL,8169,unblock,2022-01-04T11:12:27Z,2022-01-04T11:12:27Z,sms
907,F OFORI,9779,unblock,2022-01-05T12:09:00Z,2022-01-05T12:09:00Z,sms
908,F OFORI,9780,unblock,2022-01-05T12:17:39Z,2022-01-05T12:17:39Z,sms
909,SHOES SALES,9778,unblock,2022-01-05T13:35:37Z,2022-01-05T13:35:37Z,sms
910,R.N.Lolih,9780,unblock,2022-01-06T09:08:20Z,2022-01-06T09:08:20Z,sms
911,FRIKDOL VEN,9781,unblock,2022-01-11T11:41:26Z,2022-01-11T11:41:26Z,sms
913,FRIKDOL VENTURES,9781,unblock,2022-01-11T11:51:58Z,2022-01-11T11:51:58Z,email
914,FRIKDOL VENTURES,9781,unblock,2022-01-11T11:59:37Z,2022-01-11T11:59:37Z,email
915,DIXONAPP,8943,unblock,2022-01-15T19:19:43Z,2022-01-15T19:19:43Z,sms
916,Nestle GH,9287,unblock,2022-01-19T10:27:41Z,2022-01-19T10:28:24Z,sms
917,GHIS,9792,unblock,2022-01-25T12:37:19Z,2022-01-25T12:37:19Z,sms
918,RABITOKSI,6471,unblock,2022-01-28T10:01:50Z,2022-01-28T10:01:50Z,sms
919,RABITOKSI,6471,unblock,2022-01-28T10:07:25Z,2022-01-28T10:07:25Z,sms
920,MYTRIP,9292,unblock,2022-01-31T13:29:19Z,2022-01-31T13:29:19Z,sms
921,GIS.alert,9744,block,2022-01-31T17:29:34Z,2022-01-31T17:29:34Z,sms
922,Alert.gis,9744,block,2022-01-31T17:30:27Z,2022-01-31T17:30:27Z,sms
923,CILT Ghana,45,unblock,2022-02-01T08:12:30Z,2022-02-01T08:12:30Z,sms
924,tEST,9799,unblock,2022-02-01T11:05:34Z,2022-02-01T11:05:34Z,email
925,AUTOCAD,9800,unblock,2022-02-02T13:14:43Z,2022-02-02T13:14:43Z,sms
926,SESGH,9751,unblock,2022-02-03T11:17:23Z,2022-02-03T11:17:23Z,sms
927,HouseBuddy,9807,unblock,2022-02-09T08:58:02Z,2022-02-09T08:58:02Z,sms
928,Samsung 2,9801,unblock,2022-02-11T08:13:22Z,2022-02-11T08:13:22Z,sms
929,Nebitse,9771,unblock,2022-02-12T19:07:31Z,2022-02-12T19:07:31Z,sms
930,Great Homes,9807,unblock,2022-02-13T21:27:04Z,2022-02-13T21:27:04Z,sms
931,Habitatfair,9807,unblock,2022-02-13T21:28:37Z,2022-02-13T21:28:37Z,sms
932,gis.in,9812,block,2022-02-16T11:28:45Z,2022-02-16T11:28:45Z,sms
933,zeKoncept,9716,unblock,2022-02-16T15:16:47Z,2022-02-16T15:16:47Z,email
934,EKO ROOFING,9772,unblock,2022-02-16T15:29:45Z,2022-02-16T15:29:45Z,sms
935,Afreh Homes,9801,unblock,2022-02-16T15:29:46Z,2022-02-16T15:29:46Z,sms
936,gis.pro,9812,block,2022-02-17T06:37:29Z,2022-02-17T06:37:29Z,sms
937,gis.in,9812,block,2022-02-17T06:37:47Z,2022-02-17T06:37:47Z,sms
938,in.gis,9812,block,2022-02-17T06:38:35Z,2022-02-17T06:38:35Z,sms
939,Entry,9812,unblock,2022-02-17T06:39:15Z,2022-02-17T06:39:15Z,sms
940,gnfs.u,9812,block,2022-02-17T06:39:45Z,2022-02-17T06:39:45Z,sms
941,Congrats,9812,unblock,2022-02-17T06:40:17Z,2022-02-17T06:40:17Z,sms
942,Entry@,9812,unblock,2022-02-17T06:46:37Z,2022-02-17T06:46:37Z,sms
943,2.badge,9812,unblock,2022-02-17T06:51:15Z,2022-02-17T06:51:15Z,sms
944,LEAK-GAMES,9815,unblock,2022-02-18T19:22:45Z,2022-02-18T19:22:45Z,sms
945,NLA-GH,9815,block,2022-02-18T19:23:44Z,2022-02-18T19:23:44Z,sms
946,THE LOTTERY,9815,unblock,2022-02-18T19:24:12Z,2022-02-18T19:24:12Z,sms
947,NLA-ACCNT,9815,block,2022-02-18T19:26:49Z,2022-02-18T19:26:49Z,sms
948,NLA-ACCNT,9815,block,2022-02-18T19:26:51Z,2022-02-18T19:26:51Z,sms
949,REG-NLA,9815,block,2022-02-18T19:28:40Z,2022-02-18T19:28:40Z,sms
950,NLA5/90,9815,block,2022-02-18T19:37:08Z,2022-02-18T19:37:08Z,sms
951,Ac/NLA,9815,block,2022-02-18T19:38:10Z,2022-02-18T19:38:10Z,sms
952,TrinityYAF,61,unblock,2022-02-19T05:12:09Z,2022-02-19T05:12:09Z,sms
953,FLORENCE T.,9814,unblock,2022-02-21T12:37:13Z,2022-02-21T12:37:13Z,sms
954,WORKINDUBAI,9814,unblock,2022-02-21T12:55:21Z,2022-02-21T12:55:21Z,sms
955,WORKinDUBAI,9814,unblock,2022-02-21T12:58:53Z,2022-02-21T12:58:53Z,sms
956,u@gnfs22,9812,block,2022-02-22T09:37:38Z,2022-02-22T09:37:38Z,sms
957,Info.gis,9812,block,2022-02-22T09:38:41Z,2022-02-22T09:38:41Z,sms
958,Entra.gis,9812,block,2022-02-22T09:39:37Z,2022-02-22T09:39:37Z,sms
959,gnfs.tag,9812,block,2022-02-22T09:40:20Z,2022-02-22T09:40:20Z,sms
960,Tag.gis,9812,block,2022-02-22T09:40:37Z,2022-02-22T09:40:37Z,sms
961,Tag.gis,9812,block,2022-02-22T09:40:39Z,2022-02-22T09:40:39Z,sms
962,Tag.gis,9812,block,2022-02-22T09:40:41Z,2022-02-22T09:40:41Z,sms
963,Information,9812,block,2022-02-22T09:41:07Z,2022-02-22T09:41:07Z,sms
964,Entry@gis,9812,block,2022-02-22T09:41:57Z,2022-02-22T09:41:57Z,sms
965,GIS.only,9812,block,2022-02-22T09:42:21Z,2022-02-22T09:42:21Z,sms
966,Only.gis,9812,block,2022-02-22T09:42:38Z,2022-02-22T09:42:38Z,sms
967,Bas Eye,9060,unblock,2022-02-24T20:59:42Z,2022-02-24T20:59:42Z,sms
968,GHANA @ 65,45,unblock,2022-03-02T11:53:38Z,2022-03-02T11:53:38Z,sms
969,SGUC YOUTH,9737,unblock,2022-03-02T14:58:04Z,2022-03-02T14:58:04Z,sms
970,GOLDDUST MC,6122,unblock,2022-03-03T13:54:18Z,2022-03-03T13:54:18Z,sms
971,SGUC SEC,9737,unblock,2022-03-03T16:02:39Z,2022-03-03T16:02:39Z,sms
972,Nivea_GH,9824,unblock,2022-03-04T09:01:41Z,2022-03-04T09:01:41Z,sms
973,nivea_gh,9824,unblock,2022-03-04T09:01:58Z,2022-03-04T09:01:58Z,sms
974,KPODO PERCY,7194,unblock,2022-03-08T17:46:56Z,2022-03-08T17:46:56Z,sms
975,PERCY,7194,unblock,2022-03-08T18:15:18Z,2022-03-08T18:15:18Z,sms
976,Great Homes,9811,unblock,2022-03-11T12:37:51Z,2022-03-11T12:37:51Z,sms
977,DuKe Test,9761,unblock,2022-03-14T11:42:23Z,2022-03-14T11:42:23Z,sms
978,Txt Ghana,9829,unblock,2022-03-14T12:24:50Z,2022-03-14T12:24:50Z,sms
979,KG INSET,7222,unblock,2022-03-14T14:07:14Z,2022-03-14T14:07:14Z,sms
982,BizNetwork,9830,unblock,2022-03-17T10:44:57Z,2022-03-17T10:44:57Z,sms
983,Myles,9828,unblock,2022-03-18T08:35:21Z,2022-03-18T08:35:21Z,sms
984,ADOTraining,9832,unblock,2022-03-18T12:00:58Z,2022-03-18T12:00:58Z,sms
985,Placement,9434,unblock,2022-03-19T10:28:23Z,2022-03-19T10:28:23Z,sms
986,Take note,9434,unblock,2022-03-19T10:29:41Z,2022-03-19T10:29:41Z,sms
987,TESTING,9761,unblock,2022-03-21T13:14:17Z,2022-03-21T13:14:17Z,sms
988,MS-SERVER,9834,unblock,2022-03-21T14:47:45Z,2022-03-21T14:47:45Z,sms
989,244215189,13,unblock,2022-03-23T08:59:10Z,2022-03-23T08:59:10Z,voice
990,Collins,9831,unblock,2022-03-23T17:22:40Z,2022-03-23T17:22:40Z,sms
991,LPMASTERS,36,unblock,2022-03-24T10:36:12Z,2022-03-24T10:36:12Z,sms
992,FxTrainer,6740,unblock,2022-03-29T20:17:43Z,2022-03-29T20:17:43Z,sms
993,KANTANKA,9772,unblock,2022-03-31T13:10:51Z,2022-03-31T13:10:51Z,sms
994,Tollesoft,1,unblock,2022-04-01T05:35:59Z,2022-04-01T05:35:59Z,sms
995,Sidestores,1,unblock,2022-04-01T05:38:33Z,2022-04-01T05:38:33Z,sms
996,SideDelivr,1,unblock,2022-04-01T05:38:55Z,2022-04-01T05:38:55Z,sms
997,Safedoktor,1,unblock,2022-04-01T05:39:12Z,2022-04-01T05:39:12Z,sms
998,THEGEMHEART,8047,unblock,2022-04-02T22:35:11Z,2022-04-02T22:35:11Z,sms
999,Txt test,9828,unblock,2022-04-04T13:28:28Z,2022-04-04T13:28:28Z,sms
1000,MEN MINIS,9280,unblock,2022-04-05T08:26:18Z,2022-04-05T08:26:18Z,sms
1001,ADELSPA,5618,unblock,2022-04-05T12:02:59Z,2022-04-05T12:02:59Z,sms
1002,Gh For a,9609,unblock,2022-04-05T22:11:19Z,2022-04-05T22:11:19Z,sms
1003,Gh For God,9609,unblock,2022-04-05T22:12:22Z,2022-04-05T22:12:22Z,sms
1004,Gh For God,9609,unblock,2022-04-05T22:13:23Z,2022-04-05T22:13:23Z,sms
1005,Oriya,9863,unblock,2022-04-06T06:41:00Z,2022-04-06T06:41:00Z,sms
1006,FCOLLECTION,9864,unblock,2022-04-06T06:51:05Z,2022-04-06T06:51:05Z,sms
1007,BLUSTRUCT,5618,unblock,2022-04-06T09:54:49Z,2022-04-06T09:54:49Z,sms
1008,KASPERSKY,9866,unblock,2022-04-06T16:17:18Z,2022-04-06T16:17:18Z,sms
1009,KsTU_Admin,9491,unblock,2022-04-07T21:58:47Z,2022-04-07T21:58:47Z,sms
1010,KsTU Exams,9491,unblock,2022-04-07T22:01:04Z,2022-04-07T22:01:04Z,sms
1011,Chatterly,9383,unblock,2022-04-10T13:13:56Z,2022-04-10T13:13:56Z,email
1012,Chatterly,9383,unblock,2022-04-10T13:14:06Z,2022-04-10T13:14:06Z,sms
1013,CLIMAXBANK,9292,unblock,2022-04-11T07:11:26Z,2022-04-11T07:11:26Z,sms
1014,Tang Palace,9884,unblock,2022-04-13T09:47:30Z,2022-04-13T09:47:30Z,sms
1015,CIMAF Ghana,9819,unblock,2022-04-15T06:22:21Z,2022-04-15T06:22:21Z,sms
1016,TRAVEL&TOUR,9292,unblock,2022-04-18T15:23:23Z,2022-04-18T15:23:23Z,sms
